game,console,loose_val,complete_val,new_val,date(D/M/Y) 
Dragon Quest V Hand of the Heavenly Bride,nintendo-ds,137.50,196.02,196.02,22/03/2023
Kirby Super Star Ultra,nintendo-ds,29.49,44.00,44.00,22/03/2023
Pokemon HeartGold Version [Figure Bundle],nintendo-ds,245.22,787.89,787.89,22/03/2023
Animal Crossing Wild World,nintendo-ds,22.16,31.77,31.77,22/03/2023
Metroid Prime Hunters,nintendo-ds,25.87,55.98,55.98,22/03/2023
Dragon Quest IX: Sentinels of the Starry Skies,nintendo-ds,34.99,49.35,49.35,22/03/2023
Nintendo DSi XL Blue,nintendo-ds,66.84,109.99,109.99,22/03/2023
Pokemon Mystery Dungeon Blue Rescue Team,nintendo-ds,18.66,35.76,35.76,22/03/2023
Castlevania Dawn of Sorrow,nintendo-ds,34.66,65.00,65.00,22/03/2023
Super Princess Peach,nintendo-ds,33.67,68.44,68.44,22/03/2023
Castlevania Order of Ecclesia,nintendo-ds,53.84,116.52,116.52,22/03/2023
Mario and Luigi Partners in Time,nintendo-ds,39.24,68.98,68.98,22/03/2023
Fire Emblem Shadow Dragon,nintendo-ds,70.00,95.57,95.57,22/03/2023
Final Fantasy III,nintendo-ds,12.64,23.19,23.19,22/03/2023
Pokemon Mystery Dungeon Explorers of Darkness,nintendo-ds,17.72,34.14,34.14,22/03/2023
Nintendo DSi XL Red Limited Edition,nintendo-ds,84.00,147.50,147.50,22/03/2023
Castlevania Portrait of Ruin,nintendo-ds,35.66,63.48,63.48,22/03/2023
Dragon Quest VI: Realms of Revelation,nintendo-ds,57.84,118.50,118.50,22/03/2023
Coral Pink Nintendo DS Lite,nintendo-ds,45.00,69.97,69.97,22/03/2023
Pokewalker,nintendo-ds,53.44,54.99,54.99,22/03/2023
Pokemon Ranger Shadows of Almia,nintendo-ds,32.99,42.75,42.75,22/03/2023
Sonic Rush,nintendo-ds,14.50,22.61,22.61,22/03/2023
Pokemon Mystery Dungeon Explorers of Time,nintendo-ds,22.00,39.74,39.74,22/03/2023
Dragon Quest IV Chapters of the Chosen,nintendo-ds,60.00,111.09,111.09,22/03/2023
Solatorobo: Red The Hunter,nintendo-ds,199.99,375.00,375.00,22/03/2023
Chrono Trigger [First Print],nintendo-ds,91.52,119.60,119.60,22/03/2023
Resident Evil Deadly Silence,nintendo-ds,55.34,84.99,84.99,22/03/2023
Rhythm Heaven,nintendo-ds,45.00,58.94,58.94,22/03/2023
Pokemon Ranger: Guardian Signs,nintendo-ds,29.93,41.52,41.52,22/03/2023
Blue Nintendo DSi System,nintendo-ds,48.00,54.35,54.35,22/03/2023
Red Crimson &amp; Black Nintendo DS Lite,nintendo-ds,40.00,109.63,109.63,22/03/2023
Golden Sun: Dark Dawn,nintendo-ds,20.88,35.86,35.86,22/03/2023
Pokemon SoulSilver Version [Figure Bundle],nintendo-ds,096.70,574.75,574.75,22/03/2023
Yoshi's Island DS,nintendo-ds,15.47,25.55,25.55,22/03/2023
Mario vs. Donkey Kong Mini-Land Mayhem,nintendo-ds,7.99,11.99,11.99,22/03/2023
Pokemon Black Nintendo DSi System,nintendo-ds,199.62,279.47,279.47,22/03/2023
Kirby: Mass Attack,nintendo-ds,19.47,35.50,35.50,22/03/2023
World Ends With You,nintendo-ds,28.67,38.50,38.50,22/03/2023
Final Fantasy IV,nintendo-ds,18.39,35.59,35.59,22/03/2023
Kingdom Hearts 358/2 Days,nintendo-ds,24.66,30.00,30.00,22/03/2023
Zelda Twilight Princess [Preview Trailer],nintendo-ds,291.08,654.65,654.65,22/03/2023
Mario Hoops 3 on 3,nintendo-ds,12.04,22.06,22.06,22/03/2023
Kirby Squeak Squad,nintendo-ds,22.20,38.50,38.50,22/03/2023
Professor Layton and the Curious Village,nintendo-ds,11.98,14.94,14.94,22/03/2023
Dialga and Palkia Nintendo DS Lite,nintendo-ds,77.00,499.10,499.10,22/03/2023
Gold Zelda Nintendo DS Lite [Limited Edition],nintendo-ds,120.00,262.42,262.42,22/03/2023
Grand Theft Auto: Chinatown Wars,nintendo-ds,18.64,38.21,38.21,22/03/2023
"999: 9 Hours, 9 Persons, 9 Doors",nintendo-ds,45.19,53.22,53.22,22/03/2023
Black Nintendo DSi System,nintendo-ds,51.64,72.38,72.38,22/03/2023
Shepherd's Crossing 2,nintendo-ds,183.99,348.34,348.34,22/03/2023
Ghost Trick: Phantom Detective,nintendo-ds,83.63,116.27,116.27,22/03/2023
Cobalt &amp; Black Nintendo DS Lite,nintendo-ds,58.48,89.99,89.99,22/03/2023
Etrian Odyssey III: The Drowned City,nintendo-ds,126.22,192.04,192.04,22/03/2023
Fossil Fighters,nintendo-ds,25.25,30.93,30.93,22/03/2023
Metroid Prime Hunters [First Hunt],nintendo-ds,9.99,12.56,12.56,22/03/2023
Final Fantasy Tactics A2,nintendo-ds,27.86,48.28,48.28,22/03/2023
Sonic Classic Collection,nintendo-ds,12.40,13.68,13.68,22/03/2023
LEGO Star Wars Complete Saga,nintendo-ds,6.32,7.44,7.44,22/03/2023
Contra 4,nintendo-ds,27.92,43.63,43.63,22/03/2023
Fossil Fighters Champions,nintendo-ds,64.98,69.91,69.91,22/03/2023
Diddy Kong Racing DS,nintendo-ds,13.73,22.29,22.29,22/03/2023
Professor Layton and The Diabolical Box,nintendo-ds,11.85,18.76,18.76,22/03/2023
Metroid Prime Pinball,nintendo-ds,46.15,97.24,97.24,22/03/2023
Sonic Rush Adventure,nintendo-ds,22.00,34.00,34.00,22/03/2023
Kirby Canvas Curse,nintendo-ds,34.55,75.00,75.00,22/03/2023
Mega Man Star Force 3 Red Joker,nintendo-ds,106.21,200.00,200.00,22/03/2023
Namco Museum/Pac-man World 3 Bundle,nintendo-ds,9.90,9.90,9.90,22/03/2023
Ice Blue Nintendo DS Lite Limited Edition,nintendo-ds,56.01,78.41,78.41,22/03/2023
Plants vs. Zombies,nintendo-ds,12.43,13.58,13.58,22/03/2023
The Legendary Starfy,nintendo-ds,14.99,23.48,23.48,22/03/2023
White Nintendo DS Lite,nintendo-ds,56.50,111.28,111.28,22/03/2023
Sonic Chronicles The Dark Brotherhood,nintendo-ds,22.93,32.00,32.00,22/03/2023
Brain Age,nintendo-ds,3.90,4.97,4.97,22/03/2023
Blue DS System,nintendo-ds,35.53,134.46,134.46,22/03/2023
Kingdom Hearts: Re:coded,nintendo-ds,16.95,26.42,26.42,22/03/2023
Mario vs. Donkey Kong 2 March of Minis,nintendo-ds,10.87,14.50,14.50,22/03/2023
Brain Age 2,nintendo-ds,3.12,6.47,6.47,22/03/2023
Advance Wars Dual Strike,nintendo-ds,26.00,50.53,50.53,22/03/2023
Cooking Mama,nintendo-ds,9.97,13.71,13.71,22/03/2023
Hotel Dusk Room 215,nintendo-ds,18.59,26.11,26.11,22/03/2023
Aliens: Infestation,nintendo-ds,60.00,79.03,79.03,22/03/2023
Okami Den,nintendo-ds,39.99,59.93,59.93,22/03/2023
Phoenix Wright Ace Attorney,nintendo-ds,19.54,27.07,27.07,22/03/2023
Magician's Quest: Mysterious Times,nintendo-ds,129.99,191.62,191.62,22/03/2023
Professor Layton and the Unwound Future,nintendo-ds,22.18,35.40,35.40,22/03/2023
Nintendogs Lab and Friends,nintendo-ds,7.15,9.73,9.73,22/03/2023
Advance Wars Days of Ruin,nintendo-ds,27.38,45.05,45.05,22/03/2023
Dragon Quest Heroes Rocket Slime,nintendo-ds,47.01,69.54,69.54,22/03/2023
Dementium II,nintendo-ds,70.00,135.82,135.82,22/03/2023
Nintendo DSi XL Burgundy,nintendo-ds,77.57,90.50,90.50,22/03/2023
Dragon Quest Monsters Joker,nintendo-ds,21.90,34.42,34.42,22/03/2023
Metallic Rose Nintendo DS Lite,nintendo-ds,43.54,87.08,87.08,22/03/2023
Professor Layton and the Last Specter,nintendo-ds,50.00,80.68,80.68,22/03/2023
Mario and Sonic at the Olympic Games,nintendo-ds,8.50,11.16,11.16,22/03/2023
Final Fantasy XII Revenant Wings,nintendo-ds,15.73,26.07,26.07,22/03/2023
Wario Ware Touched,nintendo-ds,17.20,24.03,24.03,22/03/2023
Action Replay DS,nintendo-ds,47.48,63.81,63.81,22/03/2023
Dragon Quest Monsters: Joker 2,nintendo-ds,60.00,77.04,77.04,22/03/2023
Pokemon Dash,nintendo-ds,19.07,55.53,55.53,22/03/2023
Lunar Dragon Song,nintendo-ds,10.54,22.88,22.88,22/03/2023
Mega Man Zero Collection,nintendo-ds,19.67,34.97,34.97,22/03/2023
Radiant Historia,nintendo-ds,27.78,37.58,37.58,22/03/2023
Elite Beat Agents,nintendo-ds,15.95,18.23,18.23,22/03/2023
Star Fox Command,nintendo-ds,12.99,17.50,17.50,22/03/2023
Blue Dragon: Awakened Shadow,nintendo-ds,84.50,265.45,265.45,22/03/2023
Sonic Colors,nintendo-ds,11.95,16.58,16.58,22/03/2023
Pink Nintendo DSi System,nintendo-ds,42.07,87.46,87.46,22/03/2023
Jewel Time Deluxe,nintendo-ds,22.91,71.73,71.73,22/03/2023
Action Replay DSi,nintendo-ds,64.65,88.40,88.40,22/03/2023
Little Red Riding Hood's Zombie BBQ,nintendo-ds,83.05,219.68,219.68,22/03/2023
Mega Man Star Force 3 Black Ace,nintendo-ds,70.00,149.49,149.49,22/03/2023
Pokemon Trozei,nintendo-ds,17.95,39.33,39.33,22/03/2023
LEGO Batman The Videogame,nintendo-ds,4.83,6.87,6.87,22/03/2023
Wario Master of Disguise,nintendo-ds,18.30,32.41,32.41,22/03/2023
Bakugan Battle Brawlers,nintendo-ds,5.68,6.26,6.26,22/03/2023
Final Fantasy Crystal Chronicles Ring of Fates,nintendo-ds,12.99,20.75,20.75,22/03/2023
Digimon World Dawn,nintendo-ds,32.67,80.38,80.38,22/03/2023
Super Mario 64 DS [Not for Resale],nintendo-ds,N/A,N/A,N/A,22/03/2023
Digimon World Dusk,nintendo-ds,35.25,80.25,80.25,22/03/2023
Dementium The Ward,nintendo-ds,30.49,61.68,61.68,22/03/2023
Call of Duty Black Ops,nintendo-ds,13.45,13.97,13.97,22/03/2023
Scribblenauts,nintendo-ds,3.73,4.85,4.85,22/03/2023
Metallic Silver Nintendo DS Lite,nintendo-ds,59.97,99.99,99.99,22/03/2023
Nintendo DS [Metroid Prime Hunters First Hunt Edition],nintendo-ds,137.50,197.50,197.50,22/03/2023
Dragon Ball Z: Attack of the Saiyans,nintendo-ds,38.75,110.00,110.00,22/03/2023
Nintendo DSi XL Bronze,nintendo-ds,66.60,114.74,114.74,22/03/2023
Nintendo DSi Red System,nintendo-ds,56.83,87.85,87.85,22/03/2023
Metal Slug 7,nintendo-ds,32.49,58.82,58.82,22/03/2023
LEGO Battles: Ninjago,nintendo-ds,3.26,5.26,5.26,22/03/2023
Winx Club: Saving Alfea,nintendo-ds,43.99,138.91,138.91,22/03/2023
Namco Museum,nintendo-ds,7.25,8.93,8.93,22/03/2023
Mario and Sonic at the Olympic Winter Games,nintendo-ds,9.70,9.94,9.94,22/03/2023
Harvest Moon DS,nintendo-ds,18.63,28.70,28.70,22/03/2023
Ace Attorney Apollo Justice,nintendo-ds,36.94,49.99,49.99,22/03/2023
Children of Mana,nintendo-ds,15.00,27.65,27.65,22/03/2023
Rune Factory 3: A Fantasy Harvest Moon,nintendo-ds,50.50,75.16,75.16,22/03/2023
Mega Man ZX,nintendo-ds,14.09,27.23,27.23,22/03/2023
Guitar Hero On Tour [Bundle],nintendo-ds,3.62,18.95,18.95,22/03/2023
Tetris DS,nintendo-ds,19.49,30.00,30.00,22/03/2023
Platinum DS System,nintendo-ds,33.36,125.35,125.35,22/03/2023
Nintendogs Dachshund and Friends,nintendo-ds,8.46,8.59,8.59,22/03/2023
Club Penguin: Elite Penguin Force,nintendo-ds,5.11,5.76,5.76,22/03/2023
Mario Kart DS [Not for Resale],nintendo-ds,150.00,N/A,N/A,22/03/2023
Wario Ware D.I.Y.,nintendo-ds,24.90,29.97,29.97,22/03/2023
Pokemon White Nintendo DSi System,nintendo-ds,94.29,132.01,132.01,22/03/2023
Trauma Center Under the Knife 2,nintendo-ds,38.74,58.12,58.12,22/03/2023
Didget Blood Glucose Monitoring System,nintendo-ds,341.48,616.54,616.54,22/03/2023
Shin Megami Tensei: Devil Survivor,nintendo-ds,25.98,46.61,46.61,22/03/2023
Valkyrie Profile: Covenant of the Plume,nintendo-ds,20.00,24.24,24.24,22/03/2023
Mega Man Star Force 2 Zerker X Ninja,nintendo-ds,50.00,82.73,82.73,22/03/2023
The Simpsons Game,nintendo-ds,15.00,20.00,20.00,22/03/2023
Rune Factory A Fantasy Harvest Moon,nintendo-ds,30.00,39.67,39.67,22/03/2023
Chibi-Robo Park Patrol,nintendo-ds,33.61,52.00,52.00,22/03/2023
Pokemon [Not for Resale Diamond &amp; Pearl],nintendo-ds,174.99,N/A,N/A,22/03/2023
Trauma Center Under the Knife,nintendo-ds,11.49,26.13,26.13,22/03/2023
Ace Attorney Investigations: Miles Edgeworth,nintendo-ds,44.56,66.60,66.60,22/03/2023
Mega Man Battle Network 5 Double Team,nintendo-ds,35.02,53.00,53.00,22/03/2023
Rune Factory 2 A Fantasy Harvest Moon,nintendo-ds,31.14,50.00,50.00,22/03/2023
Flower Sun and Rain,nintendo-ds,79.63,156.79,156.79,22/03/2023
The Sims 2,nintendo-ds,26.65,34.51,34.51,22/03/2023
DS Lite AC Adapter,nintendo-ds,8.09,8.50,8.50,22/03/2023
Phoenix Wright: Ace Attorney Justice For All,nintendo-ds,15.99,22.93,22.93,22/03/2023
Spectrobes,nintendo-ds,8.84,9.56,9.56,22/03/2023
Flash Focus Vision Training,nintendo-ds,3.71,4.83,4.83,22/03/2023
Red Mario Nintendo DS Lite Limited Edition,nintendo-ds,36.72,60.00,60.00,22/03/2023
Dragon Ball Origins,nintendo-ds,28.21,46.49,46.49,22/03/2023
Ninja Gaiden: Dragon Sword,nintendo-ds,11.50,13.91,13.91,22/03/2023
Suikoden Tierkreis,nintendo-ds,55.01,82.32,82.32,22/03/2023
Dokapon Journey,nintendo-ds,107.15,182.08,182.08,22/03/2023
Mega Man Star Force Dragon,nintendo-ds,80.59,158.29,158.29,22/03/2023
Final Fantasy: The 4 Heroes of Light,nintendo-ds,29.20,48.98,48.98,22/03/2023
Izuna Legend of the Unemployed Ninja,nintendo-ds,69.34,153.95,153.95,22/03/2023
Mega Man Star Force 2 Zerker X Saurian,nintendo-ds,52.50,74.86,74.86,22/03/2023
LEGO Harry Potter: Years 1-4,nintendo-ds,7.50,7.86,7.86,22/03/2023
Lime Green Nintendo DS Lite,nintendo-ds,75.00,75.19,75.19,22/03/2023
Toy Story 3: The Video Game,nintendo-ds,5.77,7.74,7.74,22/03/2023
Gold Zelda Nintendo DS,nintendo-ds,109.86,250.00,250.00,22/03/2023
Big Brain Academy,nintendo-ds,5.29,5.40,5.40,22/03/2023
Ultimate Mortal Kombat,nintendo-ds,19.46,26.81,26.81,22/03/2023
Cooking Mama 2 Dinner With Friends,nintendo-ds,11.35,11.97,11.97,22/03/2023
Nintendo DSi XL Metallic Rose,nintendo-ds,78.77,178.15,178.15,22/03/2023
Trace Memory,nintendo-ds,13.99,24.48,24.48,22/03/2023
Moon,nintendo-ds,39.96,83.89,83.89,22/03/2023
Lunar Knights,nintendo-ds,24.99,52.89,52.89,22/03/2023
Magical Starsign,nintendo-ds,15.13,28.61,28.61,22/03/2023
Yoshi Touch and Go,nintendo-ds,12.75,16.99,16.99,22/03/2023
Call of Duty 4 Modern Warfare,nintendo-ds,8.28,9.99,9.99,22/03/2023
Digimon World DS,nintendo-ds,49.98,96.84,96.84,22/03/2023
Shin Megami Tensei: Devil Survivor 2,nintendo-ds,26.95,39.02,39.02,22/03/2023
Mega Man ZX Advent,nintendo-ds,14.07,24.38,24.38,22/03/2023
Seattle Mariners Nintendo DS Lite,nintendo-ds,60.00,769.29,769.29,22/03/2023
Mega Man Star Force Leo,nintendo-ds,53.55,69.82,69.82,22/03/2023
Pokemon SoulSilver Version [Not For Resale],nintendo-ds,N/A,N/A,N/A,22/03/2023
Guitar Hero On Tour Decades,nintendo-ds,6.57,11.98,11.98,22/03/2023
Infinite Space,nintendo-ds,60.00,109.22,109.22,22/03/2023
Contact,nintendo-ds,26.79,50.66,50.66,22/03/2023
Shin Megami Tensei: Strange Journey,nintendo-ds,45.00,62.54,62.54,22/03/2023
Mega Man Star Force Pegasus,nintendo-ds,51.69,65.00,65.00,22/03/2023
Lufia: Curse of the Sinistrals,nintendo-ds,49.99,65.69,65.69,22/03/2023
Custom Robo Arena,nintendo-ds,26.18,38.28,38.28,22/03/2023
Nintendogs Dalmatian and Friends,nintendo-ds,9.57,9.75,9.75,22/03/2023
Super Robot Taisen OG Saga Endless Frontier,nintendo-ds,49.99,185.96,185.96,22/03/2023
Super Scribblenauts,nintendo-ds,4.88,4.99,4.99,22/03/2023
Final Fantasy Crystal Chronicles: Echoes of Time,nintendo-ds,18.38,27.67,27.67,22/03/2023
Coraline,nintendo-ds,52.00,66.09,66.09,22/03/2023
Electroplankton,nintendo-ds,44.99,66.72,66.72,22/03/2023
Digimon World Championship,nintendo-ds,24.57,25.47,25.47,22/03/2023
Glory of Heracles,nintendo-ds,11.50,22.26,22.26,22/03/2023
Nostalgia,nintendo-ds,37.95,58.14,58.14,22/03/2023
Touch the Dead,nintendo-ds,19.98,27.69,27.69,22/03/2023
LEGO Indiana Jones The Original Adventures,nintendo-ds,5.39,7.01,7.01,22/03/2023
Avalon Code,nintendo-ds,42.89,84.91,84.91,22/03/2023
White Nintendo DSi System,nintendo-ds,43.26,77.00,77.00,22/03/2023
Nintendogs Chihuahua and Friends,nintendo-ds,7.62,8.41,8.41,22/03/2023
Bubble Bobble Revolution [USA-1],nintendo-ds,32.50,206.49,206.49,22/03/2023
LEGO Star Wars III: The Clone Wars,nintendo-ds,5.20,6.80,6.80,22/03/2023
Bleach Blade of Fate,nintendo-ds,14.42,21.91,21.91,22/03/2023
Spiderman: Shattered Dimensions,nintendo-ds,13.03,16.32,16.32,22/03/2023
Drawn to Life,nintendo-ds,6.35,6.97,6.97,22/03/2023
Dragon Ball Z Supersonic Warriors 2,nintendo-ds,19.41,39.71,39.71,22/03/2023
Matte Blue Nintendo DSi,nintendo-ds,48.83,66.00,66.00,22/03/2023
Izuna 2 The Unemployed Ninja Returns,nintendo-ds,52.79,89.08,89.08,22/03/2023
Super Monkey Ball Touch &amp; Roll,nintendo-ds,5.48,7.90,7.90,22/03/2023
Retro Game Challenge,nintendo-ds,49.99,62.11,62.11,22/03/2023
Sonic &amp; SEGA All-Stars Racing,nintendo-ds,8.23,14.96,14.96,22/03/2023
DK Jungle Climber,nintendo-ds,15.75,27.50,27.50,22/03/2023
Pink Ribbon Nintendo DS Lite,nintendo-ds,24.47,35.00,35.00,22/03/2023
MySims,nintendo-ds,8.71,8.91,8.91,22/03/2023
Guitar Hero Nintendo DS Limited Edition,nintendo-ds,37.34,62.00,62.00,22/03/2023
White Nintendo DSi [Mario &amp; Luigi Bundle],nintendo-ds,163.55,232.88,232.88,22/03/2023
The Wizard of Oz: Beyond the Yellow Brick Road,nintendo-ds,41.22,72.22,72.22,22/03/2023
LEGO Battles,nintendo-ds,5.05,7.83,7.83,22/03/2023
Yu-Gi-Oh 5D's World Championship 2011: Over The Nexus,nintendo-ds,45.00,59.50,59.50,22/03/2023
Discovery Kids Snake Safari,nintendo-ds,47.99,110.00,110.00,22/03/2023
Star Wars Battlefront: Elite Squadron,nintendo-ds,7.97,8.53,8.53,22/03/2023
The Dark Spire,nintendo-ds,59.98,93.99,93.99,22/03/2023
Bangai O Spirits,nintendo-ds,29.93,42.37,42.37,22/03/2023
Pokemon Platinum [Figure Bundle],nintendo-ds,93.84,134.63,134.63,22/03/2023
Spiderman: Edge of Time,nintendo-ds,8.91,8.93,8.93,22/03/2023
Bleach: The 3rd Phantom,nintendo-ds,50.38,80.47,80.47,22/03/2023
Blue Dragon Plus,nintendo-ds,17.69,35.50,35.50,22/03/2023
Cars,nintendo-ds,5.37,7.49,7.49,22/03/2023
Sands of Destruction,nintendo-ds,61.91,84.22,84.22,22/03/2023
Phineas and Ferb,nintendo-ds,4.79,4.97,4.97,22/03/2023
Assassins Creed Altair's Chronicles,nintendo-ds,10.74,15.00,15.00,22/03/2023
Dragon Ball: Origins 2,nintendo-ds,49.25,62.34,62.34,22/03/2023
Drawn to Life SpongeBob SquarePants Edition,nintendo-ds,5.69,6.44,6.44,22/03/2023
Action Replay DSi Updates,nintendo-ds,99.99,105.32,105.32,22/03/2023
Final Fantasy Fables Chocobo Tales,nintendo-ds,15.67,27.15,27.15,22/03/2023
Phantasy Star 0,nintendo-ds,35.50,50.00,50.00,22/03/2023
Barbie: Groom and Glam Pups,nintendo-ds,4.34,6.30,6.30,22/03/2023
Spectrobes Beyond The Portals,nintendo-ds,10.45,13.93,13.93,22/03/2023
Yu-Gi-Oh Nightmare Troubadour,nintendo-ds,24.29,53.25,53.25,22/03/2023
Game &amp; Watch Collection,nintendo-ds,37.14,39.23,39.23,22/03/2023
Bleach Dark Souls,nintendo-ds,21.49,26.70,26.70,22/03/2023
Yu-Gi-Oh 5D's World Championship 2010: Reverse of Arcadia,nintendo-ds,20.72,23.85,23.85,22/03/2023
Nintendo DSi XL [Black],nintendo-ds,146.43,215.79,215.79,22/03/2023
Cooking Mama 3: Shop &amp; Chop,nintendo-ds,10.00,12.05,12.05,22/03/2023
Harvest Moon DS Cute,nintendo-ds,24.77,33.59,33.59,22/03/2023
My Little Pony Pinkie Pie's Party,nintendo-ds,6.33,6.56,6.56,22/03/2023
Club House Games,nintendo-ds,5.99,6.74,6.74,22/03/2023
Alice in Wonderland: The Movie,nintendo-ds,7.98,11.30,11.30,22/03/2023
Etrian Odyssey II Heroes of Lagaard,nintendo-ds,40.00,75.58,75.58,22/03/2023
Metallic Blue Nintendo DSi System,nintendo-ds,39.86,57.11,57.11,22/03/2023
Style Savvy,nintendo-ds,17.68,18.02,18.02,22/03/2023
Commando: Steel Disaster,nintendo-ds,68.66,236.11,236.11,22/03/2023
Spiderman Web of Shadows,nintendo-ds,15.48,18.83,18.83,22/03/2023
Front Mission,nintendo-ds,39.45,59.21,59.21,22/03/2023
Monster Tale,nintendo-ds,33.35,59.99,59.99,22/03/2023
Amazing Spiderman,nintendo-ds,9.41,9.81,9.81,22/03/2023
Red Mario Kart Edition DS System,nintendo-ds,39.00,116.32,116.32,22/03/2023
Transformers Autobots,nintendo-ds,5.12,6.94,6.94,22/03/2023
LEGO Batman 2,nintendo-ds,5.15,5.55,5.55,22/03/2023
Nintendogs Best Friends,nintendo-ds,14.16,18.55,18.55,22/03/2023
Zelda Phantom Hourglass [Not for Resale],nintendo-ds,139.99,N/A,N/A,22/03/2023
Mystery Case Files MillionHeir,nintendo-ds,4.05,5.42,5.42,22/03/2023
LEGO Star Wars II Original Trilogy,nintendo-ds,7.06,7.77,7.77,22/03/2023
Orcs and Elves,nintendo-ds,13.63,18.04,18.04,22/03/2023
SpongeBob's Atlantis SquarePantis,nintendo-ds,7.30,8.17,8.17,22/03/2023
LEGO Indiana Jones 2: The Adventure Continues,nintendo-ds,4.78,6.18,6.18,22/03/2023
Legacy of Ys: Books I &amp; II,nintendo-ds,56.50,122.40,122.40,22/03/2023
Pearl Pink Nintendogs Edition DS System,nintendo-ds,76.60,110.00,110.00,22/03/2023
007 GoldenEye,nintendo-ds,15.39,25.44,25.44,22/03/2023
Black Sigil Blade of the Exiled,nintendo-ds,68.24,149.75,149.75,22/03/2023
MySims Kingdom,nintendo-ds,6.32,10.99,10.99,22/03/2023
Veggy World,nintendo-ds,54.85,449.99,449.99,22/03/2023
Hannah Montana,nintendo-ds,3.46,4.30,4.30,22/03/2023
Inuyasha Secret of the Divine Jewel,nintendo-ds,54.51,81.94,81.94,22/03/2023
Spore Creatures,nintendo-ds,5.69,8.13,8.13,22/03/2023
Beyblade: Metal Fusion,nintendo-ds,4.46,6.79,6.79,22/03/2023
Knights in the Nightmare,nintendo-ds,33.50,61.49,61.49,22/03/2023
Phoenix Wright Trials and Tribulations,nintendo-ds,17.52,25.95,25.95,22/03/2023
Yu-Gi-Oh GX Spirit Caller,nintendo-ds,21.10,29.41,29.41,22/03/2023
Naruto Ninja Council 3,nintendo-ds,7.35,10.31,10.31,22/03/2023
Theresia,nintendo-ds,48.03,81.75,81.75,22/03/2023
Yu-Gi-Oh 5D's Stardust Accelerator World Championship Tournament 2009,nintendo-ds,19.98,35.13,35.13,22/03/2023
Orange Naruto Nintendo DS Lite Limited Edition,nintendo-ds,74.79,106.47,106.47,22/03/2023
Star Wars Clone Wars Jedi Alliance,nintendo-ds,5.65,5.94,5.94,22/03/2023
"The My World, My Way",nintendo-ds,57.49,177.00,177.00,22/03/2023
Tinker Bell,nintendo-ds,9.10,9.41,9.41,22/03/2023
Hello Kitty Big City Dreams,nintendo-ds,11.95,13.87,13.87,22/03/2023
Disgaea DS,nintendo-ds,14.21,23.90,23.90,22/03/2023
Guilty Gear Dust Strikers,nintendo-ds,11.50,15.00,15.00,22/03/2023
Luminous Arc,nintendo-ds,40.00,86.19,86.19,22/03/2023
Spyro Shadow Legacy,nintendo-ds,10.24,16.00,16.00,22/03/2023
Transformers Decepticons,nintendo-ds,9.28,9.94,9.94,22/03/2023
Viewtiful Joe Double Trouble,nintendo-ds,22.25,37.66,37.66,22/03/2023
Dinosaur King,nintendo-ds,26.35,36.99,36.99,22/03/2023
Red DS System,nintendo-ds,39.85,55.79,55.79,22/03/2023
Deal or No Deal,nintendo-ds,3.11,3.52,3.52,22/03/2023
Sideswiped,nintendo-ds,59.99,222.29,222.29,22/03/2023
The Sims 2: Castaway,nintendo-ds,11.67,15.03,15.03,22/03/2023
Bomberman,nintendo-ds,11.62,17.28,17.28,22/03/2023
Atelier Annie: Alchemists of Sera Island,nintendo-ds,69.97,124.65,124.65,22/03/2023
Guitar Hero On Tour &amp; On Tour Decades Box Set,nintendo-ds,5.38,15.42,15.42,22/03/2023
Luminous Arc 2,nintendo-ds,31.25,79.16,79.16,22/03/2023
Pokemon Mystery Dungeon Blue Rescue Team [Not for Resale],nintendo-ds,199.99,N/A,N/A,22/03/2023
Summon Night Twin Age,nintendo-ds,28.96,49.12,49.12,22/03/2023
Lost Magic,nintendo-ds,12.12,22.98,22.98,22/03/2023
Naruto: Ninja Destiny,nintendo-ds,7.97,11.25,11.25,22/03/2023
